Sample in Buffer,Sample in Window,TRIGGER,design_1_i/compress_0_WC_TDATA[31:0],design_1_i/compress_0_WC_TVALID
513,513,0,11111111111111111111111111111111,1
514,514,0,11111111111111111111111111111111,1
515,515,0,11111111111111111111111111111111,1
516,516,0,00000000000000000000010001101001,1
517,517,0,11111111111111111111111111111111,1
518,518,0,11111111111111111111111111111111,1
519,519,0,11111111111111111111111111111111,1
520,520,0,11111111111111111111111111111111,1
521,521,0,00000000000000000000010001110100,1
522,522,0,11111111111111111111111111111111,1
523,523,0,11111111111111111111111111111111,1
524,524,0,11111111111111111111111111111111,1
525,525,0,11111111111111111111111111111111,1
526,526,0,00000000000000000000010001111111,1
527,527,0,11111111111111111111111111111111,1
528,528,0,11111111111111111111111111111111,1
529,529,0,11111111111111111111111111111111,1
530,530,0,11111111111111111111111111111111,1
531,531,0,00000000000000000000010010001010,1
532,532,0,11111111111111111111111111111111,1
533,533,0,11111111111111111111111111111111,1
534,534,0,11111111111111111111111111111111,1
535,535,0,11111111111111111111111111111111,1
536,536,0,11111111111111111111111111111111,1
537,537,0,00000000000000000000010010011011,1
538,538,0,11111111111111111111111111111111,1
539,539,0,11111111111111111111111111111111,1
540,540,0,11111111111111111111111111111111,1
541,541,0,11111111111111111111111111111111,1
542,542,0,00000000000000000000010001111001,1
543,543,0,11111111111111111111111111111111,1
544,544,0,11111111111111111111111111111111,1
545,545,0,11111111111111111111111111111111,1
546,546,0,11111111111111111111111111111111,1
547,547,0,00000000000000000000010010000100,1
548,548,0,11111111111111111111111111111111,1
549,549,0,11111111111111111111111111111111,1
550,550,0,11111111111111111111111111111111,1
551,551,0,11111111111111111111111111111111,1
552,552,0,00000000000000000000010001101000,1
553,553,0,11111111111111111111111111111111,1
554,554,0,11111111111111111111111111111111,1
555,555,0,11111111111111111111111111111111,1
556,556,0,11111111111111111111111111111111,1
557,557,0,00000000000000000000010001110011,1
558,558,0,11111111111111111111111111111111,1
559,559,0,11111111111111111111111111111111,1
560,560,0,11111111111111111111111111111111,1
561,561,0,11111111111111111111111111111111,1
562,562,0,00000000000000000000010001111110,1
563,563,0,11111111111111111111111111111111,1
564,564,0,11111111111111111111111111111111,1
565,565,0,11111111111111111111111111111111,1
566,566,0,11111111111111111111111111111111,1
567,567,0,00000000000000000000010010001001,1
568,568,0,11111111111111111111111111111111,1
569,569,0,11111111111111111111111111111111,1
570,570,0,11111111111111111111111111111111,1
571,571,0,11111111111111111111111111111111,1
572,572,0,00000000000000000000010001100011,1
573,573,0,11111111111111111111111111111111,1
574,574,0,11111111111111111111111111111111,1
575,575,0,11111111111111111111111111111111,1
576,576,0,11111111111111111111111111111111,1
577,577,0,00000000000000000000010001101110,1
578,578,0,11111111111111111111111111111111,1
579,579,0,11111111111111111111111111111111,1
580,580,0,11111111111111111111111111111111,1
581,581,0,11111111111111111111111111111111,1
582,582,0,11111111111111111111111111111111,1
583,583,0,00000000000000000000010010100100,1
584,584,0,11111111111111111111111111111111,1
585,585,0,11111111111111111111111111111111,1
586,586,0,11111111111111111111111111111111,1
587,587,0,11111111111111111111111111111111,1
588,588,0,00000000000000000000010001100111,1
589,589,0,11111111111111111111111111111111,1
590,590,0,11111111111111111111111111111111,1
591,591,0,11111111111111111111111111111111,1
592,592,0,11111111111111111111111111111111,1
593,593,0,00000000000000000000010001110010,1
594,594,0,11111111111111111111111111111111,1
595,595,0,11111111111111111111111111111111,1
596,596,0,11111111111111111111111111111111,1
597,597,0,11111111111111111111111111111111,1
598,598,0,00000000000000000000010001111101,1
599,599,0,11111111111111111111111111111111,1
600,600,0,11111111111111111111111111111111,1
601,601,0,11111111111111111111111111111111,1
602,602,0,11111111111111111111111111111111,1
603,603,0,00000000000000000000010010001000,1
604,604,0,11111111111111111111111111111111,1
605,605,0,11111111111111111111111111111111,1
606,606,0,11111111111111111111111111111111,1
607,607,0,11111111111111111111111111111111,1
608,608,0,00000000000000000000010001100010,1
609,609,0,11111111111111111111111111111111,1
610,610,0,11111111111111111111111111111111,1
611,611,0,11111111111111111111111111111111,1
612,612,0,11111111111111111111111111111111,1
613,613,0,00000000000000000000010001101101,1
614,614,0,11111111111111111111111111111111,1
615,615,0,11111111111111111111111111111111,1
616,616,0,11111111111111111111111111111111,1
617,617,0,11111111111111111111111111111111,1
618,618,0,00000000000000000000010001111000,1
619,619,0,11111111111111111111111111111111,1
620,620,0,11111111111111111111111111111111,1
621,621,0,11111111111111111111111111111111,1
622,622,0,11111111111111111111111111111111,1
623,623,0,00000000000000000000010010000011,1
624,624,0,11111111111111111111111111111111,1
625,625,0,11111111111111111111111111111111,1
626,626,0,11111111111111111111111111111111,1
627,627,0,11111111111111111111111111111111,1
628,628,0,11111111111111111111111111111111,1
629,629,0,00000000000000000000010010101101,1
630,630,0,11111111111111111111111111111111,1
631,631,0,11111111111111111111111111111111,1
632,632,0,11111111111111111111111111111111,1
633,633,0,11111111111111111111111111111111,1
634,634,0,11111111111111111111111111111111,1
635,635,0,00000000000000000000010010001111,1
636,636,0,11111111111111111111111111111111,1
637,637,0,11111111111111111111111111111111,1
638,638,0,11111111111111111111111111111111,1
639,639,0,11111111111111111111111111111111,1
640,640,0,11111111111111111111111111111111,1
641,641,0,00000000000000000000010010011000,1
642,642,0,11111111111111111111111111111111,1
643,643,0,11111111111111111111111111111111,1
644,644,0,11111111111111111111111111111111,1
645,645,0,11111111111111111111111111111111,1
646,646,0,11111111111111111111111111111111,1
647,647,0,00000000000000000000010010100001,1
648,648,0,11111111111111111111111111111111,1
649,649,0,11111111111111111111111111111111,1
650,650,0,11111111111111111111111111111111,1
651,651,0,11111111111111111111111111111111,1
652,652,0,11111111111111111111111111111111,1
653,653,0,00000000000000000000010010101010,1
654,654,0,11111111111111111111111111111111,1
655,655,0,11111111111111111111111111111111,1
656,656,0,11111111111111111111111111111111,1
657,657,0,11111111111111111111111111111111,1
658,658,0,11111111111111111111111111111111,1
659,659,0,00000000000000000000010010110011,1
660,660,0,11111111111111111111111111111111,1
661,661,0,11111111111111111111111111111111,1
662,662,0,11111111111111111111111111111111,1
663,663,0,11111111111111111111111111111111,1
664,664,0,11111111111111111111111111111111,1
665,665,0,00000000000000000000010010001101,1
666,666,0,11111111111111111111111111111111,1
667,667,0,11111111111111111111111111111111,1
668,668,0,11111111111111111111111111111111,1
669,669,0,11111111111111111111111111111111,1
670,670,0,11111111111111111111111111111111,1
671,671,0,00000000000000000000010010010110,1
672,672,0,11111111111111111111111111111111,1
673,673,0,11111111111111111111111111111111,1
674,674,0,11111111111111111111111111111111,1
675,675,0,11111111111111111111111111111111,1
676,676,0,11111111111111111111111111111111,1
677,677,0,00000000000000000000010010011111,1
678,678,0,11111111111111111111111111111111,1
679,679,0,11111111111111111111111111111111,1
680,680,0,11111111111111111111111111111111,1
681,681,0,11111111111111111111111111111111,1
682,682,0,11111111111111111111111111111111,1
683,683,0,00000000000000000000010010101000,1
684,684,0,11111111111111111111111111111111,1
685,685,0,11111111111111111111111111111111,1
686,686,0,11111111111111111111111111111111,1
687,687,0,11111111111111111111111111111111,1
688,688,0,11111111111111111111111111111111,1
689,689,0,00000000000000000000010010110001,1
690,690,0,11111111111111111111111111111111,1
691,691,0,11111111111111111111111111111111,1
692,692,0,11111111111111111111111111111111,1
693,693,0,11111111111111111111111111111111,1
694,694,0,11111111111111111111111111111111,1
695,695,0,00000000000000000000010010000001,1
696,696,0,11111111111111111111111111111111,1
697,697,0,11111111111111111111111111111111,1
698,698,0,11111111111111111111111111111111,1
699,699,0,11111111111111111111111111111111,1
700,700,0,11111111111111111111111111111111,1
701,701,0,00000000000000000000010010010100,1
702,702,0,11111111111111111111111111111111,1
703,703,0,11111111111111111111111111111111,1
704,704,0,11111111111111111111111111111111,1
705,705,0,11111111111111111111111111111111,1
706,706,0,11111111111111111111111111111111,1
707,707,0,00000000000000000000010010011101,1
708,708,0,11111111111111111111111111111111,1
709,709,0,11111111111111111111111111111111,1
710,710,0,11111111111111111111111111111111,1
711,711,0,11111111111111111111111111111111,1
712,712,0,11111111111111111111111111111111,1
713,713,0,00000000000000000000010010100110,1
714,714,0,11111111111111111111111111111111,1
715,715,0,11111111111111111111111111111111,1
716,716,0,11111111111111111111111111111111,1
717,717,0,11111111111111111111111111111111,1
718,718,0,11111111111111111111111111111111,1
719,719,0,00000000000000000000010010101111,1
720,720,0,11111111111111111111111111111111,1
721,721,0,11111111111111111111111111111111,1
722,722,0,11111111111111111111111111111111,1
723,723,0,11111111111111111111111111111111,1
724,724,0,11111111111111111111111111111111,1
725,725,0,11111111111111111111111111111111,1
726,726,0,00000000000000000000010010010001,1
727,727,0,11111111111111111111111111111111,1
728,728,0,11111111111111111111111111111111,1
729,729,0,11111111111111111111111111111111,1
730,730,0,11111111111111111111111111111111,1
731,731,0,11111111111111111111111111111111,1
732,732,0,00000000000000000000010010100010,1
733,733,0,11111111111111111111111111111111,1
734,734,0,11111111111111111111111111111111,1
735,735,0,11111111111111111111111111111111,1
736,736,0,11111111111111111111111111111111,1
737,737,0,11111111111111111111111111111111,1
738,738,0,00000000000000000000010010101011,1
739,739,0,11111111111111111111111111111111,1
740,740,0,11111111111111111111111111111111,1
741,741,0,11111111111111111111111111111111,1
742,742,0,11111111111111111111111111111111,1
743,743,0,11111111111111111111111111111111,1
744,744,0,00000000000000000000010010110100,1
745,745,0,11111111111111111111111111111111,1
746,746,0,11111111111111111111111111111111,1
747,747,0,11111111111111111111111111111111,1
748,748,0,11111111111111111111111111111111,1
749,749,0,11111111111111111111111111111111,1
750,750,0,00000000000000000000010010001110,1
751,751,0,11111111111111111111111111111111,1
752,752,0,11111111111111111111111111111111,1
753,753,0,11111111111111111111111111111111,1
754,754,0,11111111111111111111111111111111,1
755,755,0,11111111111111111111111111111111,1
756,756,0,00000000000000000000010010010111,1
757,757,0,11111111111111111111111111111111,1
758,758,0,11111111111111111111111111111111,1
759,759,0,11111111111111111111111111111111,1
760,760,0,11111111111111111111111111111111,1
761,761,0,11111111111111111111111111111111,1
762,762,0,00000000000000000000010010100000,1
763,763,0,11111111111111111111111111111111,1
764,764,0,11111111111111111111111111111111,1
765,765,0,11111111111111111111111111111111,1
766,766,0,11111111111111111111111111111111,1
767,767,0,11111111111111111111111111111111,1
768,768,0,00000000000000000000010010101001,1
769,769,0,11111111111111111111111111111111,1
770,770,0,11111111111111111111111111111111,1
771,771,0,11111111111111111111111111111111,1
772,772,0,11111111111111111111111111111111,1
773,773,0,11111111111111111111111111111111,1
774,774,0,00000000000000000000010010110010,1
775,775,0,11111111111111111111111111111111,1
776,776,0,11111111111111111111111111111111,1
777,777,0,11111111111111111111111111111111,1
778,778,0,11111111111111111111111111111111,1
779,779,0,11111111111111111111111111111111,1
780,780,0,00000000000000000000010010001100,1
781,781,0,11111111111111111111111111111111,1
782,782,0,11111111111111111111111111111111,1
783,783,0,11111111111111111111111111111111,1
784,784,0,11111111111111111111111111111111,1
785,785,0,11111111111111111111111111111111,1
786,786,0,00000000000000000000010010010101,1
787,787,0,11111111111111111111111111111111,1
788,788,0,11111111111111111111111111111111,1
789,789,0,11111111111111111111111111111111,1
790,790,0,11111111111111111111111111111111,1
791,791,0,11111111111111111111111111111111,1
792,792,0,00000000000000000000010010011110,1
793,793,0,11111111111111111111111111111111,1
794,794,0,11111111111111111111111111111111,1
795,795,0,11111111111111111111111111111111,1
796,796,0,11111111111111111111111111111111,1
797,797,0,11111111111111111111111111111111,1
798,798,0,00000000000000000000010010100111,1
799,799,0,11111111111111111111111111111111,1
800,800,0,11111111111111111111111111111111,1
801,801,0,11111111111111111111111111111111,1
802,802,0,11111111111111111111111111111111,1
803,803,0,11111111111111111111111111111111,1
804,804,0,00000000000000000000010010110000,1
805,805,0,11111111111111111111111111111111,1
806,806,0,11111111111111111111111111111111,1
807,807,0,11111111111111111111111111111111,1
808,808,0,11111111111111111111111111111111,1
809,809,0,11111111111111111111111111111111,1
810,810,0,00000000000000000000010001110110,1
811,811,0,11111111111111111111111111111111,1
812,812,0,11111111111111111111111111111111,1
813,813,0,11111111111111111111111111111111,1
814,814,0,11111111111111111111111111111111,1
815,815,0,11111111111111111111111111111111,1
816,816,0,00000000000000000000010010010011,1
817,817,0,11111111111111111111111111111111,1
818,818,0,11111111111111111111111111111111,1
819,819,0,11111111111111111111111111111111,1
820,820,0,11111111111111111111111111111111,1
821,821,0,11111111111111111111111111111111,1
822,822,0,00000000000000000000010010011100,1
823,823,0,11111111111111111111111111111111,1
824,824,0,11111111111111111111111111111111,1
825,825,0,11111111111111111111111111111111,1
826,826,0,11111111111111111111111111111111,1
827,827,0,11111111111111111111111111111111,1
828,828,0,00000000000000000000010010100101,1
829,829,0,11111111111111111111111111111111,1
830,830,0,11111111111111111111111111111111,1
831,831,0,11111111111111111111111111111111,1
832,832,0,11111111111111111111111111111111,1
833,833,0,11111111111111111111111111111111,1
834,834,0,00000000000000000000010010101110,1
835,835,0,11111111111111111111111111111111,1
836,836,0,11111111111111111111111111111111,1
837,837,0,11111111111111111111111111111111,1
838,838,0,11111111111111111111111111111111,1
839,839,0,11111111111111111111111111111111,1
840,840,0,00000000000000000000010010010000,1
841,841,0,11111111111111111111111111111111,1
842,842,0,11111111111111111111111111111111,1
843,843,0,11111111111111111111111111111111,1
844,844,0,11111111111111111111111111111111,1
845,845,0,11111111111111111111111111111111,1
846,846,0,00000000000000000000010010011001,1
847,847,0,11111111111111111111111111111111,1
848,848,0,11111111111111111111111111111111,1
849,849,0,11111111111111111111111111111111,1
850,850,0,11111111111111111111111111111111,1
851,851,0,11111111111111111111111111111111,1
852,852,0,11111111111111111111111111111111,1
853,853,0,00000000000000000000010011000110,1
854,854,0,11111111111111111111111111111111,1
855,855,0,11111111111111111111111111111111,1
856,856,0,11111111111111111111111111111111,1
857,857,0,11111111111111111111111111111111,1
858,858,0,11111111111111111111111111111111,1
859,859,0,11111111111111111111111111111111,1
860,860,0,00000000000000000000010010111010,1
861,861,0,11111111111111111111111111111111,1
862,862,0,11111111111111111111111111111111,1
863,863,0,11111111111111111111111111111111,1
864,864,0,11111111111111111111111111111111,1
865,865,0,11111111111111111111111111111111,1
866,866,0,11111111111111111111111111111111,1
867,867,0,00000000000000000000010011001111,1
868,868,0,11111111111111111111111111111111,1
869,869,0,11111111111111111111111111111111,1
870,870,0,11111111111111111111111111111111,1
871,871,0,11111111111111111111111111111111,1
872,872,0,11111111111111111111111111111111,1
873,873,0,11111111111111111111111111111111,1
874,874,0,00000000000000000000010011000011,1
875,875,0,11111111111111111111111111111111,1
876,876,0,11111111111111111111111111111111,1
877,877,0,11111111111111111111111111111111,1
878,878,0,11111111111111111111111111111111,1
879,879,0,11111111111111111111111111111111,1
880,880,0,11111111111111111111111111111111,1
881,881,0,00000000000000000000010011011000,1
882,882,0,11111111111111111111111111111111,1
883,883,0,11111111111111111111111111111111,1
884,884,0,11111111111111111111111111111111,1
885,885,0,11111111111111111111111111111111,1
886,886,0,11111111111111111111111111111111,1
887,887,0,11111111111111111111111111111111,1
888,888,0,00000000000000000000010010111000,1
889,889,0,11111111111111111111111111111111,1
890,890,0,11111111111111111111111111111111,1
891,891,0,11111111111111111111111111111111,1
892,892,0,11111111111111111111111111111111,1
893,893,0,11111111111111111111111111111111,1
894,894,0,11111111111111111111111111111111,1
895,895,0,00000000000000000000010011001101,1
896,896,0,11111111111111111111111111111111,1
897,897,0,11111111111111111111111111111111,1
898,898,0,11111111111111111111111111111111,1
899,899,0,11111111111111111111111111111111,1
900,900,0,11111111111111111111111111111111,1
901,901,0,11111111111111111111111111111111,1
902,902,0,00000000000000000000010011000001,1
903,903,0,11111111111111111111111111111111,1
904,904,0,11111111111111111111111111111111,1
905,905,0,11111111111111111111111111111111,1
906,906,0,11111111111111111111111111111111,1
907,907,0,11111111111111111111111111111111,1
908,908,0,11111111111111111111111111111111,1
909,909,0,00000000000000000000010011010110,1
910,910,0,11111111111111111111111111111111,1
911,911,0,11111111111111111111111111111111,1
912,912,0,11111111111111111111111111111111,1
913,913,0,11111111111111111111111111111111,1
914,914,0,11111111111111111111111111111111,1
915,915,0,11111111111111111111111111111111,1
916,916,0,00000000000000000000010010110110,1
917,917,0,11111111111111111111111111111111,1
918,918,0,11111111111111111111111111111111,1
919,919,0,11111111111111111111111111111111,1
920,920,0,11111111111111111111111111111111,1
921,921,0,11111111111111111111111111111111,1
922,922,0,11111111111111111111111111111111,1
923,923,0,00000000000000000000010011001011,1
924,924,0,11111111111111111111111111111111,1
925,925,0,11111111111111111111111111111111,1
926,926,0,11111111111111111111111111111111,1
927,927,0,11111111111111111111111111111111,1
928,928,0,11111111111111111111111111111111,1
929,929,0,11111111111111111111111111111111,1
930,930,0,00000000000000000000010010111111,1
931,931,0,11111111111111111111111111111111,1
932,932,0,11111111111111111111111111111111,1
933,933,0,11111111111111111111111111111111,1
934,934,0,11111111111111111111111111111111,1
935,935,0,11111111111111111111111111111111,1
936,936,0,11111111111111111111111111111111,1
937,937,0,00000000000000000000010011010100,1
938,938,0,11111111111111111111111111111111,1
939,939,0,11111111111111111111111111111111,1
940,940,0,11111111111111111111111111111111,1
941,941,0,11111111111111111111111111111111,1
942,942,0,11111111111111111111111111111111,1
943,943,0,11111111111111111111111111111111,1
944,944,0,00000000000000000000010010101100,1
945,945,0,11111111111111111111111111111111,1
946,946,0,11111111111111111111111111111111,1
947,947,0,11111111111111111111111111111111,1
948,948,0,11111111111111111111111111111111,1
949,949,0,11111111111111111111111111111111,1
950,950,0,11111111111111111111111111111111,1
951,951,0,00000000000000000000010011001001,1
952,952,0,11111111111111111111111111111111,1
953,953,0,11111111111111111111111111111111,1
954,954,0,11111111111111111111111111111111,1
955,955,0,11111111111111111111111111111111,1
956,956,0,11111111111111111111111111111111,1
957,957,0,11111111111111111111111111111111,1
958,958,0,00000000000000000000010010111101,1
959,959,0,11111111111111111111111111111111,1
960,960,0,11111111111111111111111111111111,1
961,961,0,11111111111111111111111111111111,1
962,962,0,11111111111111111111111111111111,1
963,963,0,11111111111111111111111111111111,1
964,964,0,11111111111111111111111111111111,1
965,965,0,00000000000000000000010011010010,1
966,966,0,11111111111111111111111111111111,1
967,967,0,11111111111111111111111111111111,1
968,968,0,11111111111111111111111111111111,1
969,969,0,11111111111111111111111111111111,1
970,970,0,11111111111111111111111111111111,1
971,971,0,11111111111111111111111111111111,1
972,972,0,00000000000000000000010010011010,1
973,973,0,11111111111111111111111111111111,1
974,974,0,11111111111111111111111111111111,1
975,975,0,11111111111111111111111111111111,1
976,976,0,11111111111111111111111111111111,1
977,977,0,11111111111111111111111111111111,1
978,978,0,11111111111111111111111111111111,1
979,979,0,00000000000000000000010011000111,1
980,980,0,11111111111111111111111111111111,1
981,981,0,11111111111111111111111111111111,1
982,982,0,11111111111111111111111111111111,1
983,983,0,11111111111111111111111111111111,1
984,984,0,11111111111111111111111111111111,1
985,985,0,11111111111111111111111111111111,1
986,986,0,00000000000000000000010010111011,1
987,987,0,11111111111111111111111111111111,1
988,988,0,11111111111111111111111111111111,1
989,989,0,11111111111111111111111111111111,1
990,990,0,11111111111111111111111111111111,1
991,991,0,11111111111111111111111111111111,1
992,992,0,11111111111111111111111111111111,1
993,993,0,00000000000000000000010011010000,1
994,994,0,11111111111111111111111111111111,1
995,995,0,11111111111111111111111111111111,1
996,996,0,11111111111111111111111111111111,1
997,997,0,11111111111111111111111111111111,1
998,998,0,11111111111111111111111111111111,1
999,999,0,11111111111111111111111111111111,1
1000,1000,0,00000000000000000000010011000100,1
1001,1001,0,11111111111111111111111111111111,1
1002,1002,0,11111111111111111111111111111111,1
1003,1003,0,11111111111111111111111111111111,1
1004,1004,0,11111111111111111111111111111111,1
1005,1005,0,11111111111111111111111111111111,1
1006,1006,0,11111111111111111111111111111111,1
1007,1007,0,00000000000000000000010011011001,1
1008,1008,0,11111111111111111111111111111111,1
1009,1009,0,11111111111111111111111111111111,1
1010,1010,0,11111111111111111111111111111111,1
1011,1011,0,11111111111111111111111111111111,1
1012,1012,0,11111111111111111111111111111111,1
1013,1013,0,11111111111111111111111111111111,1
1014,1014,0,00000000000000000000010010111001,1
1015,1015,0,11111111111111111111111111111111,1
1016,1016,0,11111111111111111111111111111111,1
1017,1017,0,11111111111111111111111111111111,1
1018,1018,0,11111111111111111111111111111111,1
1019,1019,0,11111111111111111111111111111111,1
1020,1020,0,11111111111111111111111111111111,1
1021,1021,0,00000000000000000000010011001110,1
1022,1022,0,11111111111111111111111111111111,1
